,Size
659252,1
659253,1
659254,1
659255,1
659256,1
659258,2
659259,1
659260,1
659262,1
659264,1
659265,1
659266,1
659267,1
659268,1
659269,1
659273,5
659275,1
659276,1
659277,1
659278,1
659279,1
659280,1
659281,1
659282,2
659283,1
659284,1
659288,7
659293,1
659299,1
659300,1
659301,1
659302,1
659303,1
659304,1
659305,1
659306,1
659307,1
659308,1
659309,1
659310,1
659311,1
659312,1
659313,1
659314,1
659315,1
659316,1
659317,1
659318,1
659319,1
659320,1
659321,1
659322,1
659323,1
659324,1
659325,1
659326,1
659327,1
659328,1
659329,1
659330,1
659332,1
659333,1
659335,2
659336,1
659340,2
659341,1
659342,1
659343,1
659344,1
659345,1
659346,1
659347,1
659348,1
659349,1
659350,1
659351,1
659353,1
659354,1
659355,1
659356,1
659367,1
659368,1
659369,1
659373,28
659374,1
659375,1
659376,1
659377,1
659378,1
659384,1
659385,1
659386,1
659387,1
659388,1
659389,1
659390,1
659391,1
659392,1
659393,1
659394,1
659395,1
659396,1
659397,1
659398,1
659399,1
659400,1
659401,1
659403,2
659404,1
659409,1
659411,1
659416,1
659417,1
659418,1
659419,1
659420,1
659422,1
659423,1
659425,1
659426,1
659427,1
659428,1
659430,1
659431,1
659432,1
659433,1
659434,1
659435,1
659436,1
659437,1
659438,1
659439,1
659440,1
659441,1
659442,1
659444,1
659445,1
659446,1
659447,1
659448,1
659449,1
659450,1
659451,1
659456,1
659457,1
659458,1
659459,1
659461,1
659463,1
659466,1
659467,1
659468,1
659473,1
659474,1
659475,1
659476,1
659477,1
659479,1
659481,1
659482,1
659483,1
659484,1
659485,1
659486,1
659487,1
659488,1
659489,1
659491,1
659492,1
659497,1
659500,1
659501,1
659504,1
659505,1
659506,1
659511,1
659513,1
659514,1
659515,1
659516,1
659517,1
659519,1
659520,1
659522,1
659524,1
659525,1
659528,1
659530,1
659531,1
659532,1
659533,1
659535,1
659536,1
659537,1
659538,1
659539,1
659540,1
659543,3
659544,1
659545,1
659546,1
659547,1
659550,1
659553,1
659554,1
659555,1
659556,1
659557,1
659558,1
659559,1
659560,1
659561,2
659563,1
659564,1
659565,1
659566,1
659567,1
659568,1
659571,1
659572,1
659578,1
659580,1
659581,1
659582,1
659583,1
659584,1
659585,1
659586,1
659587,3
659588,1
659590,1
659591,1
659594,1
659595,1
659597,1
659598,1
659599,3
659607,1
659608,1
659609,1
659610,1
659611,1
659612,1
659613,1
659615,1
659616,1
659618,1
659619,1
659620,2
659621,1
659622,1
659623,1
659624,1
659625,1
659626,1
659627,1
659628,1
659629,1
659630,1
659631,1
659632,1
659634,1
659635,1
659636,1
659637,1
659638,1
659639,1
659640,1
659641,1
659642,1
659643,1
659644,1
659645,1
659646,1
659647,1
659648,1
659649,1
659651,1
659652,1
659656,1
659657,1
659658,1
659659,1
659660,1
659661,1
659662,1
659663,1
659664,1
659665,1
659666,1
659667,1
659668,1
659669,1
659670,1
659673,1
659674,1
659675,1
659676,1
659677,1
659678,1
659679,1
659680,1
659681,1
659682,1
659683,1
659684,1
659685,1
659686,1
659689,1
659690,1
659691,1
659692,1
659693,1
659694,1
659695,1
659696,1
659697,1
659698,1
659699,1
659700,1
659701,1
659704,1
659705,1
659706,1
659707,1
659708,1
659709,1
659710,1
659711,1
659712,1
659713,1
659715,1
659718,1
659719,1
659720,1
659721,1
659732,1
659733,1
659734,1
659735,1
659736,1
659737,1
659741,1
659742,1
659743,1
659744,1
659745,1
659746,1
659747,1
659762,1
659763,1
659764,1
659765,1
659766,1
659768,4
659770,1
659771,1
659772,1
659773,1
659774,1
659775,1
659778,1
659779,1
659780,1
659781,1
659783,1
659784,1
659785,1
659787,1
659788,1
659797,4
659799,1
659801,1
659802,1
659803,1
659804,1
659806,1
659807,1
659809,1
659811,15
659819,1
659820,1
659829,1
659830,1
659831,1
659832,1
659833,1
659834,1
659835,1
659836,1
659838,1
659851,1
659852,1
659854,2
659855,1
659856,1
659857,1
659867,1
659868,1
659869,1
659870,1
659871,1
659872,1
659873,1
659874,1
659875,1
659876,1
659877,1
659878,1
659879,11
659880,1
659881,1
659882,1
659883,1
659884,1
659886,1
659888,1
659889,1
659890,1
659900,1
659901,1
659902,1
659903,1
659904,1
659905,1
659915,1
659916,1
659921,1
659925,1
659926,1
659927,1
659928,1
659929,1
659930,1
659931,1
659932,1
659933,1
659934,1
659935,1
659936,1
659937,1
659941,1
659942,1
659946,1
659947,1
659948,1
659949,1
659950,1
659954,1
659955,1
659956,1
659957,1
659958,1
659960,1
659965,1
659966,1
659967,1
659968,1
659969,1
659970,1
659971,1
659972,1
659973,1
659974,1
659975,1
659976,1
659977,1
659978,1
659979,1
659980,1
659981,1
659982,1
659984,1
659985,1
659986,1
659987,1
659998,1
659999,1
660009,1
660010,1
660011,1
660012,1
660013,1
660014,1
660015,1
660016,1
660017,1
660018,1
660019,1
660020,1
660021,1
660022,1
660023,1
660024,1
660028,1
660029,1
660030,1
660031,1
660032,1
660033,1
660034,1
660035,1
660036,1
660037,1
660038,1
660039,1
660040,1
660041,1
660042,1
660043,1
660044,1
660045,1
660046,1
660047,1
660048,1
660049,1
660054,3
660055,1
660057,1
660058,1
660059,1
660060,1
660061,1
660062,1
660063,1
660064,1
660067,1
660068,1
660069,1
660070,1
660071,1
660072,1
660073,1
660074,1
660075,1
660079,1
660082,1
660083,1
660084,1
660085,1
660086,1
660087,1
660088,1
660089,1
660090,1
660091,1
660092,1
660093,1
660094,1
660096,1
660097,7
660098,1
660099,1
660101,2
660102,1
660104,1
660107,1
660108,1
660109,1
660115,1
660116,1
660117,1
660128,1
660130,1
660132,1
660133,1
660134,1
660135,4
660139,1
660141,1
660142,1
660143,1
660144,1
660145,1
660146,1
660147,1
660148,1
660149,1
660150,1
660151,1
660152,1
660153,1
660154,1
660155,1
660156,1
660157,1
660158,1
660169,1
660170,1
660172,1
660173,1
660174,1
660175,1
660178,1
660179,1
660180,1
660182,1
660183,1
660184,1
660185,1
660186,1
660187,15
660188,1
660190,1
660191,1
660192,1
660193,1
660194,1
660195,1
660196,1
660197,1
660198,1
660199,1
660200,1
660207,1
660213,1
660214,1
660218,1
660219,1
660220,1
660221,1
660223,1
660224,1
660225,1
660226,5
660231,1
660232,1
660233,1
660234,1
660235,1
660236,1
660238,1
660239,1
660241,1
660242,1
660243,1
660244,1
660246,2
660250,1
660251,1
660252,1
660253,1
660254,1
660255,1
660256,1
660257,1
660259,1
660260,1
660261,1
660262,1
660263,1
660265,3
660268,1
660269,1
660270,1
660271,1
660272,1
660273,1
660274,1
660275,1
660276,1
660277,1
660278,1
660280,1
660281,1
660282,1
660283,1
660284,1
660285,1
660286,1
660287,1
660288,1
660289,1
660290,1
660291,1
660292,1
660293,1
660294,1
660295,1
660296,1
660297,1
660298,1
660299,1
660301,1
660307,1
660308,7
660309,1
660310,1
660311,1
660312,1
660313,1
660314,1
660318,1
660319,1
660320,1
660321,1
660322,1
660323,1
660324,1
660329,1
660330,1
660337,1
660338,1
660339,1
660340,1
660341,1
660342,1
660343,1
660344,1
660345,1
660346,1
660347,1
660348,1
660349,1
660350,1
660351,1
660352,1
660353,1
660354,1
660355,1
660356,1
660357,1
660359,1
660360,1
660361,1
660364,1
660365,1
660366,1
660367,1
660380,1
660381,1
660382,1
660383,1
660384,1
660385,1
660386,1
660387,1
660388,1
660389,1
660390,1
660391,1
660392,1
660393,1
660394,1
660395,1
660396,1
660397,1
660398,1
660399,1
660400,1
660401,1
660402,1
660403,1
660405,1
660406,1
660407,1
660408,1
660409,1
660410,1
660412,1
660413,1
660415,1
660416,1
660417,1
660421,1
660422,1
660425,1
660426,1
660427,1
660428,1
660429,1
660433,1
660436,1
660437,1
660438,1
660439,1
660440,1
660441,1
660442,1
660443,1
660444,1
660445,1
660446,1
660447,1
660448,1
660449,1
660450,1
660451,1
660452,1
660453,1
660454,1
660455,1
660456,1
660457,1
660458,1
660459,1
660464,1
660465,1
660469,1
660470,1
660471,1
660472,1
660473,1
660474,1
660475,1
660476,1
660477,1
660478,1
660484,1
660485,1
660486,1
660488,1
660489,1
660490,1
660491,1
660492,1
660493,1
660494,1
660495,1
660496,1
660498,1
660499,3
660502,1
660504,1
660505,1
660506,1
660507,1
660508,1
660509,1
660510,1
660512,1
660514,1
660517,1
660519,1
660520,1
660521,1
660522,1
660527,1
660528,1
660530,1
660531,1
660535,1
660536,1
660539,1
660544,1
660545,1
660547,3
660548,1
660552,1
660554,1
660555,2
660558,1
660560,1
660563,1
660564,1
660565,1
660567,1
660568,1
660569,1
660570,1
660571,1
660572,1
660573,1
660574,1
660576,1
660577,1
660578,1
660581,1
660583,1
660584,1
660588,1
660589,1
660590,1
660591,1
660592,1
660593,1
660596,1
660598,1
660604,1
660605,1
660606,1
660607,1
660608,1
660610,1
660611,1
660614,1
660615,1
660616,1
660617,1
660618,1
660619,1
660620,1
660621,1
660622,1
660624,1
660625,1
660626,1
660627,1
660628,1
660629,1
660630,1
660634,1
660635,1
660636,1
660637,1
660638,1
660639,1
660640,1
660641,2
660642,1
660643,1
660644,1
660649,1
660651,1
660652,1
660653,1
660654,1
660655,1
660657,1
660658,1
660659,1
660660,1
660661,1
660663,1
660664,1
660668,1
660669,1
660670,1
660671,1
660674,1
660675,1
660676,1
660677,1
660678,1
660679,1
660680,1
660681,1
660682,1
660683,1
660684,1
660685,1
660686,1
660687,1
660688,1
660689,1
660690,1
660691,1
660692,1
660694,1
660703,1
660704,1
660705,1
660706,1
660707,1
660708,1
660709,1
660714,1
660719,1
660720,1
660721,1
660723,1
660724,1
660725,1
660726,1
660727,1
660729,1
660730,1
660731,1
660732,1
660733,1
660734,1
660735,1
660736,1
660738,1
660739,1
660740,1
660741,1
660742,1
660743,1
660744,1
660745,1
660746,1
660747,1
660748,1
660749,1
660750,1
660751,1
660752,1
660753,1
660754,1
660755,1
660756,1
660757,1
660758,1
660759,1
660761,1
660762,1
660763,1
660764,1
660765,1
660766,1
660767,1
660772,1
660777,1
660778,1
660780,1
660781,1
660782,1
660783,1
660785,1
660786,1
660787,1
660789,1
660791,1
660792,1
660795,1
660801,1
660802,1
660803,1
660805,1
660806,2
660807,1
660808,1
660809,1
660811,1
660812,1
660813,1
660814,1
660815,1
660816,1
660817,1
660818,1
660819,1
660820,1
660821,1
660822,1
660823,1
660824,1
660825,1
660826,1
660828,1
660830,1
660831,1
660832,1
660834,1
660836,1
660837,1
660838,1
660839,1
660840,1
660841,1
660842,1
660843,1
660844,1
660845,1
660846,1
660847,1
660849,1
660851,1
660852,1
660853,1
660854,1
660855,1
660856,1
660860,1
660861,1
660863,1
660866,1
660867,1
660868,1
660869,1
660872,1
660875,1
660876,1
660877,1
660878,1
660879,1
660880,1
660881,1
660882,1
660883,1
660884,1
660885,1
660886,1
660887,1
660888,1
660889,1
660890,1
660891,1
660892,1
660893,1
660894,1
660895,1
660896,1
660897,1
660898,1
660899,1
660900,1
660901,1
660903,1
660904,2
660905,1
660907,1
660908,1
660910,1
660913,1
660914,1
660915,1
660918,3
660919,1
660920,1
660923,1
660924,1
660925,1
660927,1
660928,1
660929,1
660930,1
660931,1
660932,1
660933,1
660934,1
660935,1
660936,1
660937,1
660938,1
660939,1
660940,1
660942,1
660943,1
660944,1
660951,1
660952,1
660953,1
660955,1
660956,1
660959,1
660960,1
660961,1
660962,1
660966,1
660968,1
660969,1
660970,1
660971,1
660972,1
660973,1
660974,1
660979,1
660984,1
660985,1
660987,1
660988,1
660989,1
660990,1
660991,1
660992,1
660993,1
660994,1
660995,1
660996,1
660997,1
660998,1
660999,1
661000,1
661001,1
661002,1
661003,1
661004,1
661007,1
661008,1
661014,1
661015,1
661016,1
661019,1
661020,1
661021,1
661022,1
661023,1
661024,1
661025,1
661026,1
661027,1
661028,1
661029,1
661030,1
661043,1
661044,1
661045,1
661047,1
661048,5
661053,24
661059,1
661061,1
661062,2
661063,1
661064,1
661065,1
661066,1
661067,1
661068,1
661069,1
661070,1
661071,1
661072,1
661076,1
661077,1
661080,1
661085,1
661086,1
661090,1
661098,1
661099,1
661100,1
661101,1
661104,1
661105,1
661106,1
661107,1
661108,1
661109,1
661110,1
661111,1
661114,1
661115,1
661116,1
661118,1
661119,1
661120,1
661121,1
661122,1
661129,8
661130,1
661132,2
661134,1
661135,1
661136,1
661137,1
661138,1
661139,1
661140,1
661141,1
661143,1
661144,1
661146,1
661147,1
661151,1
661152,1
661154,1
661155,1
661156,1
661157,1
661158,1
661159,1
661160,1
661162,1
661163,1
661164,1
661165,1
661166,1
661167,1
661168,1
661169,1
661170,1
661171,1
661172,1
661173,1
661174,1
661175,1
661176,1
661177,1
661178,1
661179,1
661180,1
661182,1
661183,1
661184,1
661185,1
661186,1
661187,1
661188,1
661190,1
661191,1
661192,1
661194,1
661195,1
661196,1
661197,1
661198,1
661199,1
661208,9
661210,1
661211,1
661213,1
661214,1
661215,1
661216,1
661222,1
661223,1
661224,1
661225,1
661226,1
661229,1
661230,1
661231,1
661232,1
661233,1
661234,1
661235,1
661236,1
661237,1
661238,1
661239,1
661240,1
661241,1
661242,1
661243,1
661244,1
661245,1
661252,1
661253,1
661254,1
661255,1
661256,1
661257,1
661258,1
661259,1
661260,1
661261,1
661262,1
661263,1
661264,1
661267,1
661268,1
661269,1
661270,1
661271,1
661272,1
661273,1
661274,1
661275,1
661276,1
661277,1
661279,1
661280,3
661281,1
661282,1
661283,1
661284,1
661286,1
661287,1
661289,1
661290,1
661293,1
661296,1
661297,1
661298,1
661299,1
661300,1
661301,1
661302,1
661303,1
661304,1
661305,1
661306,1
661307,1
661309,1
661310,1
661312,1
661315,3
661319,1
661324,1
661325,1
661326,1
661327,1
661328,1
661329,1
661330,1
661331,1
661332,1
661343,1
661344,1
661345,1
661346,1
661347,1
661348,4
661361,1
661362,1
661364,1
661365,1
661366,1
661367,1
661368,1
661370,1
661371,1
661372,1
661375,1
661376,1
661377,1
661378,1
661379,1
661380,1
661381,1
661382,1
661383,1
661384,1
661385,1
661386,1
661387,1
661388,1
661391,1
661393,1
661397,1
661406,1
661407,1
661408,1
661412,1
661413,1
661414,1
661415,1
661416,1
661417,1
661418,1
661419,1
661424,1
661425,1
661426,1
661427,1
661428,1
661429,1
661430,1
661431,1
661432,1
661433,1
661435,1
661436,1
661438,1
661440,1
661441,1
661443,1
661444,1
661445,1
661453,1
661455,1
661456,1
661457,1
661459,1
661464,1
661465,1
661466,1
661467,1
661468,1
661469,1
661470,1
661471,1
661472,1
661473,1
661474,1
661475,1
661476,1
661477,1
661478,1
661479,1
661480,1
661481,1
661482,1
661483,1
661484,1
661485,1
661486,1
661487,1
661489,1
661490,1
661492,1
661493,1
661496,1
661497,1
661498,1
661499,1
661500,1
661501,1
661502,1
661505,1
661507,1
661510,3
661512,1
661515,1
661517,1
661518,1
661519,1
661520,1
661521,1
661522,1
661523,1
661524,1
661525,1
661526,1
661527,1
661528,1
661530,1
661533,1
661534,1
661547,1
661548,1
661549,1
661550,1
661551,1
661552,1
661558,1
661559,1
661560,1
661564,1
661565,1
661566,1
661567,1
661568,1
661569,1
661570,1
661571,1
661572,1
661573,1
661574,1
661575,1
661576,1
661577,1
661578,1
661579,1
661581,1
661584,1
661585,1
661586,1
661587,1
661588,1
661589,1
661590,1
661591,1
661593,1
661595,1
661596,1
661597,1
661598,1
661602,1
661603,1
661604,1
661605,1
661606,1
661608,1
661609,1
661610,1
661611,1
661612,1
661613,1
661614,1
661615,1
661618,1
661619,1
661620,1
661621,1
661622,1
661628,1
661632,1
661633,1
661635,1
661636,1
661638,1
661639,1
661645,1
661648,1
661649,1
661650,1
661651,1
661652,1
661653,1
661654,1
661655,1
661656,1
661657,1
661658,1
661659,1
661663,1
661664,1
661665,1
661667,1
661677,1
661680,1
661681,1
661682,1
661683,1
661684,1
661685,1
661686,1
661688,1
661692,1
661693,1
661694,1
661695,1
661696,1
661697,3
661700,1
661701,1
661702,1
661717,1
661719,1
661720,1
661721,1
661722,1
661723,1
661729,19
661730,1
661731,1
661732,1
661734,1
661735,1
661736,1
661737,1
661738,1
661740,1
661741,1
661742,1
661743,1
661744,1
661746,1
661750,1
661757,1
661758,1
661759,1
661762,3
661763,1
661764,1
661765,1
661766,1
661768,1
661771,1
661779,1
661780,1
661781,1
661782,1
661783,1
661791,1
661792,1
661793,1
661794,1
661798,1
661799,1
661800,1
661801,1
661802,1
661803,1
661804,1
661805,1
661807,1
661808,1
661809,1
661811,1
661812,1
661813,1
661814,1
661815,1
661816,1
661817,1
661818,1
661819,1
661820,1
661821,1
661822,1
661823,1
661824,1
661827,1
661828,2
661830,1
661842,1
661843,1
661844,1
661847,1
661849,1
661850,1
661851,1
661852,1
661854,1
661855,1
661857,1
661859,1
661860,1
661861,1
661862,1
661863,1
661864,1
661865,1
661866,1
661867,2
661869,3
661873,1
661881,1
661882,1
661883,1
661898,1
661901,1
661902,1
661903,1
661904,1
661905,1
661906,1
661907,1
661908,1
661909,1
661910,1
661911,1
661912,1
661913,1
661914,1
661915,1
661916,1
661917,1
661918,1
661919,1
661920,1
661921,1
661922,1
661923,1
661924,1
661925,1
661926,1
661927,1
661928,1
661929,1
661930,1
661931,1
661932,1
661937,1
661938,1
661941,1
661942,1
661943,1
661945,1
661946,1
661947,1
661948,1
661949,1
661951,1
661952,1
661953,1
661954,1
661955,1
661962,1
661964,1
661965,1
661969,1
661970,1
661972,1
661973,1
661974,1
661981,1
661983,1
661984,1
661985,1
661986,1
661987,1
661988,1
661989,1
661990,1
661991,1
661992,1
661993,1
661994,1
661995,1
661996,1
662002,5
662003,1
662011,1
662016,1
662020,1
662021,1
662022,1
662024,1
662025,1
662026,1
662027,2
662028,1
662030,1
662031,1
662032,1
662033,1
662035,1
662036,1
662037,1
662038,1
662039,1
662040,1
662041,1
662042,1
662043,1
662044,1
662045,1
662046,1
662047,1
662048,1
662049,1
662050,1
662051,1
662052,1
662053,1
662054,1
662055,1
662056,1
662057,1
662058,1
662059,1
662060,1
662062,1
662067,1
662068,1
662069,1
662070,1
662072,1
662073,1
662075,1
662077,1
662078,1
662079,1
662080,1
662081,1
662082,1
662084,1
662086,1
662087,1
662088,1
662089,1
662090,1
662091,1
662092,1
662094,1
662095,1
662096,1
662097,1
662098,1
662099,1
662101,1
662102,1
662103,1
662104,1
662105,1
662106,1
662109,1
662110,1
662111,1
662112,1
662113,1
662114,1
662122,1
662123,1
662124,1
662125,1
662126,1
662127,1
662128,1
662129,1
662131,1
662132,1
662133,1
662134,1
662135,1
662136,1
662137,1
662138,1
662139,1
662140,1
662141,1
662142,1
662143,1
662144,1
662145,1
662146,1
662153,1
662155,1
662156,1
662157,1
662159,1
662160,1
662165,1
662166,1
662167,1
662168,1
662169,1
662170,1
662172,1
662175,1
662178,1
662179,1
662180,1
662183,1
662185,1
662186,1
662187,1
662188,1
662189,1
662190,1
662191,1
662192,1
662193,1
662195,1
662196,1
662197,1
662198,1
662199,1
662200,1
662201,1
662202,1
662203,1
662204,1
662211,1
662212,1
662214,1
662215,1
662216,1
662217,1
662219,1
662220,1
662222,1
662223,1
662224,1
662225,1
662226,1
662235,1
662236,1
662237,1
662238,1
662239,1
662240,1
662241,1
662243,1
662244,1
662245,1
662246,1
662247,1
662248,1
662249,1
662251,1
662252,1
662253,1
662255,1
662256,1
662260,1
662266,1
662267,1
662268,1
662269,1
662270,1
662271,1
662272,1
662273,1
662274,1
662275,1
662276,1
662277,1
662278,1
662280,1
662281,1
662283,1
662284,1
662285,1
662286,1
662287,1
662288,1
662289,1
662290,1
662293,1
662294,1
662295,1
662298,1
662299,1
662300,1
662301,1
662303,1
662304,1
662305,1
662306,1
662308,1
662309,1
662310,1
662313,1
662315,1
662316,1
662317,1
662318,1
662319,1
662320,1
662321,1
662322,1
662323,1
662324,1
662326,1
662327,1
662328,1
662329,1
662330,1
662331,1
662332,1
662334,1
662335,1
662336,1
662338,1
662339,1
662340,1
662342,1
662343,1
662344,1
662345,1
662346,1
662347,1
662348,1
662349,1
662350,1
662353,1
662360,1
662361,1
662362,1
662363,13
662371,8
662372,1
662373,1
662375,1
662376,1
662377,1
662378,1
662379,1
662380,1
662381,1
662382,1
662383,1
662384,1
662385,1
662386,1
662389,1
662390,1
662391,1
662392,1
662397,1
662398,1
662400,1
662401,1
662411,1
662413,1
662414,1
662416,1
662417,2
662418,1
662419,1
662420,1
662421,1
662422,1
662423,1
662424,1
662425,1
662426,1
662427,1
662428,1
662430,1
662431,1
662432,1
662433,1
662434,1
662441,8
662443,1
662444,1
662448,1
662449,1
662450,1
662451,1
662452,1
662453,1
662454,1
662455,1
662456,1
662457,1
662458,1
662463,1
662464,1
662465,1
662466,1
662467,1
662473,1
662474,1
662475,1
662476,1
662477,1
662478,1
662479,1
662480,1
662482,1
662484,1
662489,1
662496,1
662497,1
662498,1
662499,1
662500,1
662501,1
662502,1
662503,1
662504,1
662505,1
662506,1
662507,1
662508,1
662509,1
662511,1
662514,1
662517,1
662518,1
662527,1
662529,1
662530,1
662531,1
662532,1
662533,1
662534,1
662535,1
662536,1
662537,1
662538,1
662539,1
662540,1
662543,1
662544,1
662545,1
662547,1
662550,1
662551,5
662552,1
662555,1
662556,1
662557,1
662558,1
662559,1
662560,1
662561,1
662562,1
662570,1
662572,1
662573,1
662574,1
662575,1
662576,1
662577,1
662578,1
662579,1
662580,1
662581,1
662582,1
662583,1
662584,1
662585,1
662590,1
662591,1
662593,2
662594,1
662596,1
662602,1
662607,5
662608,1
662609,1
662610,1
662611,1
662612,1
662613,1
662614,1
662615,1
662616,1
662617,1
662618,1
662619,1
662620,1
662621,1
662622,1
662624,1
662625,1
662626,1
662627,1
662628,1
662629,1
662630,1
662631,1
662632,1
662633,1
662634,1
662635,1
662636,1
662638,1
662639,1
662640,1
662647,1
662648,1
662649,1
662650,1
662651,1
662652,1
662653,1
662654,1
662655,1
662657,1
662658,1
662664,1
662665,1
662666,1
662667,1
662668,1
662669,1
662670,1
662671,1
662672,1
662673,1
662674,1
662675,1
662676,1
662677,1
662678,1
662680,1
662682,1
662683,1
662684,1
662685,1
662686,1
662687,1
662688,1
662689,1
662690,1
662691,1
662692,1
662693,1
662694,1
662695,1
662696,1
662698,1
662700,1
662702,1
662703,1
662704,1
662706,1
662708,1
662709,1
662710,1
662712,1
662713,1
662714,1
662716,1
662717,1
662718,1
662719,1
662720,1
662721,1
662722,1
662723,1
662724,1
662725,1
662726,1
662727,1
662728,1
662730,1
662732,1
662736,4
662737,1
662738,1
662739,1
662740,1
662741,1
662742,1
662743,1
662744,1
662745,1
662746,1
662747,1
662750,1
662751,1
662756,1
662757,1
662758,1
662759,1
662760,1
662761,1
662762,1
662763,1
662764,1
662765,1
662766,1
662767,1
662768,1
662769,1
662770,1
662771,1
662772,1
662773,1
662774,1
662775,1
662776,1
662777,1
662778,1
662779,1
662780,1
662782,1
662784,1
662785,6
662786,1
662792,1
662793,1
662795,1
662796,1
662797,1
662798,1
662800,1
662801,1
662804,1
662805,1
662806,1
662807,1
662808,1
662809,1
662810,1
662818,1
662819,1
662821,1
662822,1
662824,1
662825,3
662828,1
662829,1
662830,1
662831,1
662832,1
662833,1
662834,1
662835,1
662836,1
662837,1
662838,1
662839,1
662840,1
662842,1
662843,1
662844,1
662845,1
662846,1
662847,1
662848,1
662850,1
662851,1
662852,1
662853,1
662857,5
662858,1
662859,1
662861,1
662862,1
662863,1
662864,1
662865,1
662866,1
662867,1
662868,1
662869,15
662870,1
662871,1
662872,1
662879,7
662882,1
662883,1
662884,1
662885,1
662886,1
662887,1
662892,1
662893,1
662894,1
662895,1
662896,1
662898,1
662899,1
662900,1
662902,1
662903,1
662906,1
662907,1
662908,1
662909,1
662910,1
662911,1
662912,1
662913,1
662923,1
662924,1
662925,1
662926,1
662927,1
662928,1
662929,1
662930,1
662931,1
662932,1
662933,1
662934,1
662938,1
662960,1
662961,1
662962,1
662963,1
662964,1
662965,1
662966,1
662967,1
662968,1
662969,1
662971,1
662972,1
662973,1
662974,1
662975,1
662976,1
662977,1
662978,1
662979,1
662980,1
662981,1
662982,1
662983,1
662985,1
662986,1
662987,1
662988,1
662990,1
662991,1
662992,1
662993,1
662995,1
662996,1
662998,1
662999,1
663000,1
663001,1
663002,1
663003,1
663004,1
663005,1
663006,1
663007,1
663008,1
663009,1
663010,1
663012,1
663013,1
663014,1
663015,1
663016,1
663017,1
663018,1
663019,1
663020,1
663021,1
663022,1
663023,1
663024,1
663025,1
663026,1
663027,1
663029,1
663030,1
663031,1
663032,1
663033,1
663035,1
663036,1
663037,1
663038,1
663039,1
663040,1
663041,1
663042,1
663043,1
663044,1
663045,1
663046,1
663047,1
663048,1
663049,1
663050,1
663051,1
663052,1
663053,1
663054,1
663055,1
663056,1
663063,1
663064,1
663065,1
663070,1
663075,1
663076,1
663077,1
663078,1
663079,1
663084,1
663085,1
663089,1
663090,1
663091,1
663100,1
663105,6
663106,1
663108,1
663109,1
663110,1
663111,1
663112,1
663113,1
663114,1
663115,1
663116,1
663117,1
663118,1
663119,1
663120,1
663121,1
663122,1
663123,1
663124,1
663125,1
663126,1
663127,1
663128,1
663129,1
663130,1
663131,1
663132,1
663133,1
663134,1
663135,1
663136,1
663137,1
663138,1
663139,1
663141,1
663142,1
663143,1
663146,1
663149,1
663150,1
663151,1
663152,1
663153,1
663154,1
663155,1
663156,1
663157,1
663158,3
663161,1
663174,1
663175,1
663176,1
663177,1
663178,1
663182,1
663183,1
663184,1
663185,1
663187,1
663190,1
663193,1
663196,1
663197,1
663198,1
663200,1
663201,1
663204,1
663205,1
663207,1
663208,1
663209,1
663210,2
663211,1
663212,1
663213,1
663216,1
663217,1
663220,1
663221,1
663222,1
663223,1
663226,1
663227,1
663228,1
663229,1
663231,1
663232,1
663234,2
663235,1
663236,1
663240,1
663241,1
663242,1
663243,1
663244,1
663245,1
663246,1
663248,1
663249,1
663250,1
663252,1
663253,2
663276,1
663277,1
663279,1
663280,1
663281,1
663282,1
663283,1
663284,1
663285,1
663286,1
663292,1
663294,1
663296,1
663297,1
663301,1
663307,1
663310,1
663315,1
663318,1
663319,1
663320,1
663321,1
663324,1
663325,1
663326,1
663327,1
663328,1
663329,1
663330,1
663331,1
663332,1
663333,1
663334,1
663335,1
663336,1
663337,1
663338,1
663339,1
663340,1
663341,1
663344,4
663346,1
663347,1
663349,1
663350,1
663351,3
663352,1
663355,1
663357,1
663358,1
663359,1
663360,1
663361,1
663362,1
663363,1
663364,1
663365,1
663366,1
663367,1
663368,1
663369,1
663370,1
663375,1
663376,1
663384,1
663385,1
663386,1
663387,1
663389,1
663390,1
663391,1
663397,1
663400,1
663401,1
663407,7
663411,1
663412,1
663413,1
663414,1
663416,1
663417,1
663426,1
663427,1
663429,1
663432,1
663434,1
663435,1
663436,1
663437,1
663438,1
663439,1
663440,1
663442,1
663443,1
663444,1
663446,1
663447,1
663448,4
663451,1
663452,1
663453,1
663454,1
663455,1
663456,1
663457,1
663458,1
663459,1
663460,1
663461,1
663462,1
663463,1
663464,1
663465,1
663466,1
663467,1
663468,1
663469,1
663470,1
663478,1
663479,2
663481,1
663482,1
663483,1
663484,1
663486,1
663489,1
663490,1
663491,1
663492,1
663493,1
663494,1
663497,1
663498,1
663499,1
663500,1
663501,1
663503,1
663504,1
663505,1
663506,1
663507,1
663509,1
663512,1
663514,1
663515,1
663516,1
663518,1
663519,1
663523,2
663524,1
663525,1
663526,1
663527,1
663531,1
663532,1
663533,1
663534,1
663535,1
663541,4
663544,1
663545,1
663546,1
663547,1
663548,1
663549,1
663550,1
663552,1
663553,1
663554,1
663556,1
663560,1
663564,1
663565,1
663569,1
663571,1
663572,1
663573,1
663574,1
663575,1
663576,1
663577,1
663578,1
663579,1
663580,1
663582,1
663583,1
663584,1
663585,1
663586,1
663587,1
663588,1
663593,1
663596,1
