,Size
473871,1
473872,1
473873,1
473874,1
473875,1
473876,1
473877,1
473888,1
473903,1
473905,2
473920,1
473939,1
473941,1
473944,3
473959,6
473960,1
473966,1
473967,1
473969,1
473970,2
473983,1
473984,1
473985,1
473988,1
474022,2
474023,1
474024,1
474025,1
474026,1
474027,1
474042,1
474043,1
474044,1
474045,1
474046,1
474047,1
474050,1
474062,1
474063,1
474064,2
474066,1
474068,1
474069,1
474071,2
474078,1
474080,1
474081,1
474084,1
474086,1
474087,1
474089,1
474090,2
474091,2
474092,3
474093,1
474097,1
474126,1
474127,4
474139,1
474140,1
474149,1
474150,9
474172,1
474185,1
474190,1
474192,2
474206,1
474212,5
474230,1
474236,1
474239,1
474242,1
474243,1
474244,1
474246,1
474253,1
474260,1
474263,1
474268,1
474271,1
474276,1
474278,1
474300,1
474302,1
474303,1
474304,1
474306,1
474307,1
474308,1
474309,1
474322,1
474324,1
474335,15
474349,8
474352,1
474353,1
474354,1
474358,1
474373,20
474412,1
474438,1
474439,2
474440,1
474455,1
474457,1
474458,1
474480,3
474481,1
474483,1
474486,1
474487,1
474488,1
474498,1
474506,10
474512,5
474549,1
474567,1
474593,3
474595,1
474597,1
474600,1
474602,1
474604,1
474605,1
474642,1
474644,1
474648,1
474649,1
474652,2
474654,3
474689,4
474706,1
474708,1
474709,1
474710,1
474713,1
474714,1
474716,1
474717,1
474718,1
474720,1
474721,1
474732,2
474746,1
474747,1
474749,1
474767,1
474770,2
474771,1
474772,1
474773,1
474774,1
474775,1
474776,1
474777,1
474779,1
474780,1
474781,1
474794,1
474802,1
474803,1
474804,1
474807,1
474808,1
474809,1
474810,1
474811,1
474816,2
474817,1
474819,10
474820,1
474831,1
474839,3
474842,1
474848,2
474867,1
474870,1
474872,3
474873,1
474880,2
474882,1
474912,1
474915,1
474916,1
474917,1
474919,1
474922,1
474923,1
474933,1
474938,1
474939,1
474940,1
474941,1
474942,1
474943,3
474944,1
474945,1
474946,1
474959,1
474961,1
474962,1
474965,1
474970,2
474979,1
474980,1
474986,1
475010,1
475013,1
475019,8
475021,1
475022,1
475025,1
475026,1
475027,2
475028,1
475029,1
475030,2
475031,1
475032,1
475035,1
475038,1
475042,2
475046,2
475069,2
475071,2
475072,1
475073,1
475074,1
475077,1
475085,1
475106,1
475107,1
475108,1
475134,2
475135,2
475136,1
475137,1
475138,1
475139,1
475140,1
475141,1
475148,1
475167,1
475168,1
475169,1
475203,1
475208,1
475232,1
475235,1
475236,1
475239,3
475240,2
475241,1
475252,1
475253,1
475254,1
475256,1
475257,1
475261,1
475265,1
475279,1
475281,1
475286,1
475290,1
475291,1
475292,1
475293,1
475295,1
475297,1
475300,1
475305,1
475307,1
475312,1
475313,3
475315,1
475316,1
475317,1
475318,1
475320,8
475324,2
475335,1
475351,1
475392,1
475399,6
475404,1
475410,1
475412,1
475413,1
475414,1
475416,1
475417,1
475418,1
475419,1
475420,1
475421,1
475423,1
475450,1
475468,1
475472,1
475478,1
475486,1
475488,1
475489,2
475491,1
475504,1
475506,2
475507,1
475508,1
475521,1
475522,1
475532,1
475542,1
475563,1
475564,1
475565,1
475567,1
475569,1
475571,1
475579,1
475584,14
475594,1
475595,1
475600,5
475619,6
475621,1
475622,1
475626,2
475652,1
475653,1
475657,1
475659,1
475660,1
475661,1
475662,1
475675,1
475678,1
475685,1
475690,1
475699,3
475702,21
475710,1
475713,1
475716,1
475725,1
475726,1
475769,1
475774,1
475775,1
475776,1
475777,1
475778,1
475780,1
475781,1
475782,1
475784,1
475785,1
475786,1
475800,1
475807,1
475808,1
475809,1
475812,1
475814,1
475816,1
475817,1
475818,1
475852,1
475854,1
475864,1
475867,3
475886,2
475890,1
475891,1
475892,1
475893,1
475894,1
475906,2
475907,1
475908,2
475923,1
475924,1
475925,1
475926,1
475938,6
475941,1
475950,1
475951,1
475973,1
475974,1
475999,1
476000,1
476004,1
476007,1
476015,1
476017,1
476020,2
476021,1
476022,1
476035,1
476042,1
476053,1
476062,1
476063,1
476080,1
476081,1
476085,1
476089,1
476101,12
476113,1
476128,1
476130,1
476132,1
476133,1
476134,1
476136,1
476137,1
476138,3
476149,1
476177,1
476178,2
476190,6
476193,1
476198,1
476203,5
476205,1
476208,1
476234,1
476236,1
476237,1
476238,1
476239,1
476241,1
476242,1
476243,1
476245,1
476246,1
476248,1
476249,1
476284,22
476293,2
476296,1
476298,1
476299,1
476301,1
476302,1
476303,1
476304,1
476305,1
476306,1
476309,1
476311,2
476327,2
476328,1
476343,1
476344,1
476345,1
476346,1
476347,1
476348,1
476349,1
476350,1
476351,1
476352,1
476353,1
476354,1
476355,1
476356,1
476357,1
476359,1
476363,6
476369,1
476387,1
476397,1
476398,1
476401,1
476402,1
476420,1
476421,1
476434,1
476448,11
476461,23
476469,1
476475,4
476480,6
476485,1
476486,1
476488,1
476491,1
476501,2
476503,1
476504,2
476505,1
476506,1
476507,1
476509,3
476518,1
476523,1
476525,1
476531,1
476533,1
476534,1
476537,1
476538,1
476539,1
476540,1
476541,1
476542,1
476544,1
476549,1
476567,1
476573,1
476574,2
476575,1
476576,3
476582,1
476588,10
476603,1
476641,1
476644,1
476659,6
476671,1
476673,2
476679,2
476681,1
476684,1
476687,1
476688,1
476690,1
476696,1
476708,1
476709,1
476711,2
476712,1
476713,1
476714,1
476715,1
476719,1
476720,16
476735,1
476745,6
476759,1
476760,1
476761,6
476763,1
476764,1
476765,16
476766,1
476769,2
476771,2
476772,1
476774,1
476776,1
476782,1
476783,1
476788,8
476796,3
476799,2
476800,1
476815,17
476816,2
476826,1
476829,1
476830,1
476831,8
476832,1
476835,1
476854,1
476855,1
476856,1
476857,1
476858,1
476859,1
476860,1
476861,1
476862,1
476863,1
476864,1
476865,1
476866,1
476867,2
476868,1
476869,1
476897,2
476903,1
476907,1
476911,1
476912,1
476929,1
476930,1
476931,1
476933,1
476934,1
476938,1
476943,1
476945,1
476947,1
476950,1
476957,1
476967,1
476975,2
476983,1
476984,1
476985,1
477019,1
477020,1
477022,1
477023,1
477024,1
477025,1
477047,15
477050,1
477051,1
477052,1
477053,1
477054,1
477055,1
477056,1
477057,1
477058,1
477059,1
477060,1
477061,1
477062,1
477063,1
477064,1
477065,1
477066,1
477069,1
477071,1
477076,4
477088,1
477103,1
477134,8
477135,7
477142,1
477146,4
477147,1
477148,1
477149,1
477150,1
477151,1
477155,1
477156,1
477157,3
477158,1
477163,1
477164,1
477165,1
477167,1
477172,1
477174,1
477176,1
477177,1
477178,1
477179,1
477181,1
477182,1
477183,1
477190,1
477191,1
477192,1
477193,1
477194,1
477219,2
477236,1
477242,2
477248,1
477251,1
477252,1
477253,2
477255,1
477274,1
477285,1
477289,14
477301,1
477303,1
477316,1
477320,1
477356,1
477359,1
477360,1
477373,1
477374,1
477376,1
477380,1
477408,37
477443,1
477464,6
477465,1
477470,1
477472,1
477478,1
477482,1
477483,1
477484,1
477493,1
477495,1
477500,1
477518,1
477524,1
477525,1
477526,1
477527,1
477528,1
477529,1
477530,1
477531,1
477532,1
477533,1
477534,1
477535,1
477536,1
477537,1
477538,1
477539,1
477540,1
477541,2
477547,1
477578,6
477579,1
477580,1
477581,1
477582,1
477583,1
477584,1
477585,1
477601,1
477603,1
477604,3
477606,11
477612,2
477628,2
477648,1
477655,1
477656,1
477657,1
477658,1
477664,1
477675,1
477690,1
477691,2
477703,2
477723,10
477726,2
477737,3
477738,1
477739,1
477742,1
477749,1
477751,1
477753,1
477754,1
477756,3
477757,1
477758,1
477759,1
477761,2
477783,1
477786,1
477803,1
477816,1
477817,1
477820,7
477833,1
477835,1
477836,1
477840,1
477843,1
477844,1
477846,1
477847,1
477848,10
477852,5
477876,1
477879,1
477881,1
477883,1
477884,1
477886,1
477887,1
477890,1
477891,1
477897,2
477899,1
477900,1
477902,1
477903,1
477904,1
477906,1
477907,1
477908,1
477909,1
477910,1
477916,3
477919,1
477920,1
477921,1
477922,1
477923,1
477924,1
477925,1
477926,1
477929,1
477935,1
477937,1
477982,1
477986,1
477988,1
477991,1
477992,1
477993,1
477994,1
477995,1
477996,1
477997,1
478000,1
478002,1
478003,1
478007,3
478008,1
478009,1
478013,1
478014,2
478021,6
478030,1
478046,1
478052,1
478068,1
478072,1
478079,1
478080,1
478081,1
478082,1
478083,1
478085,1
478086,1
478087,1
478088,1
478089,1
478090,1
478091,1
478095,2
478097,2
478123,1
478124,1
478126,1
478128,1
478131,1
478132,1
478139,1
478141,1
478144,1
478147,1
478151,1
478158,1
478159,1
478162,1
478164,1
478169,1
478182,1
478183,1
478186,1
478189,1
478193,1
478202,1
478206,1
478208,1
478233,3
478234,1
478235,1
478246,1
478250,1
478251,1
478252,1
478254,1
478255,1
478260,1
478263,1
478264,1
478265,1
478266,1
478267,1
478269,1
478270,2
478271,1
478272,1
478273,1
478274,1
478275,1
478277,1
478282,1
478284,1
478287,1
478315,2
478316,1
478319,12
478323,2
478329,1
478360,1
478365,1
478387,1
478389,1
478390,1
478391,5
478393,1
478397,1
478402,1
478403,1
478405,1
478406,1
478407,1
478409,1
478411,1
478416,1
478427,1
478430,1
478440,1
478442,1
478443,1
478460,1
478462,1
478467,1
478468,1
478469,1
478471,1
478474,1
478477,1
478478,1
478479,1
478480,1
478483,1
478484,1
478485,1
478492,1
478493,1
478524,1
478539,1
478541,1
478542,1
478543,15
478557,1
478558,1
478574,1
478576,1
478577,1
478597,1
478599,1
478619,1
478620,4
478634,1
478635,1
478636,1
478637,1
478638,1
478639,1
478640,1
478641,1
478642,1
478643,1
478644,1
478649,1
478650,1
478653,1
478680,1
478681,2
478682,1
478683,1
478684,2
478698,2
478699,1
478700,1
478701,1
478702,1
478704,1
478705,1
478707,1
478709,1
478713,2
478716,1
478717,1
478723,1
478724,1
478725,1
478726,1
478727,1
478728,1
478729,1
478744,1
478747,19
478789,1
478791,1
478796,1
478797,1
478798,1
478812,2
478813,1
478814,1
478815,1
478817,1
478818,1
478819,1
478821,1
478822,1
478824,1
478825,1
478829,8
478869,1
478870,1
478871,1
478872,1
478873,1
478874,1
478875,1
478876,1
478877,1
478878,1
478879,1
478880,1
478881,1
478882,1
478883,1
478884,1
478885,1
478886,1
478888,1
478889,1
478890,1
478891,1
478892,1
478893,1
478894,1
478895,1
478896,1
478897,1
478898,1
478899,1
478900,1
478901,1
478902,1
478903,1
478904,1
478905,1
478906,1
478907,1
478908,1
478909,1
478910,1
478911,1
478912,1
478913,1
478914,1
478915,1
478916,1
478917,1
478918,1
478919,1
478920,1
478921,1
478922,1
478923,1
478924,1
478925,1
478926,1
478927,1
478928,1
478929,1
478930,1
478932,1
478933,1
478934,1
478935,1
478936,1
478937,1
478938,2
478945,1
478950,1
478953,1
478970,1
478987,1
478989,1
478993,5
478997,1
478999,1
479000,1
479011,8
479019,1
479021,1
479022,2
479034,1
479035,1
479036,1
479037,1
479042,6
479052,1
479055,1
479056,2
479057,1
479058,1
479059,1
479060,1
479061,1
479062,1
479063,1
479064,1
479065,1
479066,1
479067,1
479068,1
479069,1
479070,1
479071,1
479072,1
479113,14
479127,1
479154,1
479156,1
479157,1
479159,1
479161,2
479163,1
479165,3
479193,1
479194,1
479197,1
479207,1
479210,1
479211,1
479226,2
479229,2
479230,1
479231,1
479232,1
479233,1
479234,2
479235,1
479236,1
479237,1
479238,1
479239,1
479240,1
479241,1
479242,1
479252,1
479253,1
479254,1
479255,1
479256,1
479258,1
479259,1
479261,1
479262,1
479264,1
479265,1
479271,1
479272,1
479274,2
479275,1
479278,1
479299,5
479305,1
479311,1
479312,1
479313,5
479323,1
479324,1
479325,1
479330,1
479331,1
479332,1
479333,1
479334,1
479335,1
479336,1
479337,1
479338,1
479339,1
479340,1
479341,1
479342,1
479343,1
479344,2
479345,1
479346,1
479347,3
479352,1
479378,1
479414,1
479416,1
479418,1
479423,1
479436,2
479440,1
479442,1
479443,1
479445,1
479449,1
479450,1
479471,1
479479,1
479480,1
479500,1
479508,1
479509,1
479513,1
479523,1
479527,1
479531,1
479533,1
479534,1
479536,1
479538,5
479539,1
479540,1
479541,1
479542,1
479550,3
479558,1
479566,1
479569,1
479571,1
479573,1
479578,1
479579,2
479586,1
479616,1
479622,1
479630,1
479632,2
479656,1
479673,5
479687,1
479696,1
479709,1
479718,12
479725,1
479727,1
479732,1
479736,1
479746,1
479747,1
479749,1
479754,1
479756,1
479759,1
479765,1
479766,1
479775,1
479777,1
479779,1
479780,1
479782,1
479790,2
479791,1
479801,1
479806,1
479807,1
479808,1
479809,1
479845,3
479846,1
479847,1
479848,1
479850,1
479852,2
479877,1
479887,7
479901,17
479905,3
479916,1
479917,1
479918,1
479919,2
479942,2
479943,1
479947,1
479948,1
479959,1
479966,1
479969,1
479970,1
479976,1
479978,1
479996,1
480004,1
480005,1
480023,1
480025,1
480026,1
480027,1
480028,1
480029,1
480031,1
480032,1
480052,1
480073,5
480075,1
480087,1
480089,1
480090,2
480092,1
480096,3
480097,1
480099,1
480101,1
480102,1
480103,1
480104,1
480105,1
480108,4
480111,1
480113,1
480115,1
480117,1
480118,1
480119,1
480120,1
480130,1
480131,1
480132,1
480133,1
480134,1
480135,1
480136,1
480137,1
480138,1
480139,1
480140,1
480141,1
480142,1
480143,1
480144,1
480145,1
480146,1
480147,1
480148,1
480149,1
480150,1
480151,1
480152,1
480153,1
480160,169
480164,1
480165,1
480177,9
480205,1
480206,1
480210,1
480216,15
480230,1
480234,1
480264,1
480265,2
480276,1
480281,1
480282,6
480286,1
480287,4
480329,1
480333,1
480337,2
480338,2
480339,1
480344,1
480347,1
480349,1
480350,1
480354,1
480358,2
480359,1
480363,1
480364,1
480375,1
480376,1
480377,1
480378,1
480379,1
480380,1
480381,1
480509,1
480536,1
480538,1
480573,1
480576,1
480587,1
480589,1
480590,1
480597,1
480598,3
480605,1
480610,11
480628,2
480629,1
480640,2
480641,1
480642,1
480643,1
480644,1
480645,1
480646,1
480647,1
480648,1
480652,1
480653,1
480654,1
480655,1
480656,1
480657,1
480658,2
480659,1
480660,1
480661,1
480672,1
480673,1
480679,1
480683,5
480689,1
480690,1
480691,2
480692,3
480693,1
480695,1
480698,4
480700,5
480704,1
480706,1
480707,1
480708,1
480709,1
480712,1
480746,1
480747,1
480753,1
480754,1
480755,1
480756,1
480758,1
480759,1
480760,1
480761,1
480762,1
480763,4
480764,1
480784,1
480785,1
480791,1
480794,1
480795,1
480798,1
480801,1
480805,1
480806,1
480807,16
480809,1
480810,1
480811,1
480812,1
480813,1
480825,1
480829,1
480830,1
480837,1
480843,11
480849,8
480852,1
480861,1
480862,1
480863,1
480866,1
480871,1
480873,1
480874,1
480897,1
480899,1
480902,3
480921,1
480922,1
480932,1
480933,1
480934,1
480971,1
480974,2
480975,1
480980,1
480983,1
480990,1
481052,1
481053,1
481065,1
481070,1
481092,1
481096,1
481102,1
481122,1
481140,9
481156,1
481159,1
481166,1
481169,1
481178,1
481179,2
481184,1
481186,1
481207,1
481208,1
481260,1
481262,1
481266,1
481273,1
481304,1
481305,4
481306,1
481309,1
481321,24
481328,2
481335,1
481336,1
481337,1
481338,1
481346,4
481347,2
481351,1
481355,1
481361,1
481374,1
481382,1
481383,2
481384,1
481403,1
481406,2
481407,2
481415,1
481416,1
481419,1
481422,1
481423,1
481424,1
481427,1
481428,1
481429,1
481436,1
481473,1
481474,1
481475,1
481476,2
481477,1
481478,1
481479,1
481480,1
481481,1
481494,1
481497,3
481500,3
481509,1
481522,1
481535,7
481547,3
481548,1
481549,2
481550,1
481551,1
481552,1
481553,1
481554,1
481559,1
481568,19
481594,1
481596,1
481597,1
481598,1
481599,1
481600,1
481603,1
481604,1
481605,1
481606,1
481609,4
481610,1
481611,1
481613,1
481614,6
481651,1
481658,1
481660,1
481665,1
481666,1
481670,1
481671,2
481672,1
481673,1
481674,1
481685,1
481686,1
481687,1
481688,1
481689,1
481690,1
481691,1
481692,1
481693,1
481694,1
481695,1
481696,1
481697,1
481698,1
481699,1
481700,1
481701,1
481702,1
481703,1
481705,1
481708,1
481712,1
481714,1
481721,1
481725,7
481726,2
481727,1
481729,4
481736,3
481737,1
481744,1
481745,1
481746,2
481747,1
481750,3
481781,1
481784,1
481787,1
481789,1
481799,1
481800,1
481801,1
481803,1
481804,1
481815,1
481818,1
481820,1
481822,1
481823,1
481824,1
481825,1
481826,1
481827,2
481828,1
481829,1
481830,1
481833,1
481890,1
481893,1
481904,2
481942,1
481944,1
481946,2
481985,4
481986,1
481988,1
481995,1
481997,1
482001,3
482002,3
482009,1
482013,1
482014,1
482016,1
482017,1
482018,1
482024,1
482034,1
482041,1
482047,1
482054,1
482057,2
482061,1
482062,1
482063,1
482080,1
482081,4
482082,1
482083,1
482084,1
482094,7
482108,1
482109,1
482110,1
482111,1
482113,1
482114,1
482115,1
482116,1
482117,1
482118,1
482119,1
482120,1
482121,1
482122,1
482123,1
482139,1
482153,1
482160,1
482182,1
482183,1
482189,1
482191,1
482192,1
482222,1
482223,1
482225,2
482248,1
482249,1
482260,1
482264,1
482267,1
482269,1
482281,1
482291,2
482309,1
482327,1
482332,1
482335,1
482336,1
482346,4
482352,1
482353,2
482359,1
482360,3
482374,1
482375,1
482376,1
482380,1
482383,1
482397,12
482399,6
482406,1
482409,1
482418,2
482419,1
482432,1
482442,1
482519,1
482521,1
482578,1
482586,2
482589,1
482590,1
482593,2
482594,1
482596,1
482611,1
482613,1
482614,1
482616,1
482626,1
482634,1
482653,1
482654,1
482655,1
482658,1
482660,1
482661,1
482662,1
482663,1
482685,1
482687,1
482689,1
482690,1
482691,2
482692,1
482693,1
482694,1
482698,1
482699,1
482700,1
482701,1
482702,1
482723,1
482729,1
482730,1
482746,1
482747,1
482754,1
482755,1
482756,2
482757,1
482758,1
482759,2
482764,1
482765,1
482766,1
482767,1
482768,1
482769,1
482828,1
482832,2
482854,1
482861,1
482864,1
482869,1
482886,1
482888,1
482889,1
482891,1
482893,1
482894,1
482895,1
482896,1
482897,1
482899,1
482900,1
482901,1
482902,1
482903,2
482919,1
482920,1
482921,1
482922,1
482923,1
482924,1
482927,1
482928,1
482936,1
482937,1
482949,1
482952,2
482953,1
482954,1
482955,1
482972,1
482973,3
482975,2
482978,1
483005,1
483025,1
483026,1
483027,1
483033,1
483036,1
483037,1
483042,1
483043,2
483044,1
483045,1
483050,1
483051,1
483068,1
483071,1
483102,1
483117,1
483118,1
483119,1
483120,1
483121,1
483128,1
483139,1
483142,2
483146,1
483147,1
483148,1
483154,1
483155,1
483161,1
483174,1
483188,2
483189,1
483192,1
483193,1
483194,1
483195,1
483214,14
483217,2
483218,1
483222,1
483223,2
483224,1
483227,1
483236,1
483237,2
483262,1
483264,1
483276,1
483277,1
483278,1
483279,1
483280,1
483281,1
483297,1
483344,1
483345,1
483347,1
483348,1
483349,1
483350,3
483351,1
483352,1
483353,1
483354,1
483363,1
483372,1
483374,1
483389,4
483401,1
483402,2
483417,1
483418,1
483419,1
483424,1
483438,2
483439,1
483440,1
483448,1
483450,1
483455,1
483469,1
483470,1
483471,1
483472,1
483473,3
483475,1
483476,1
483479,1
483480,1
483481,4
483483,1
483485,1
483487,3
483499,1
483508,20
483560,1
483562,1
483564,1
483566,1
483568,1
483578,1
483579,1
483580,2
483581,1
483586,1
483589,1
483590,1
483592,1
483593,1
483594,1
483598,1
483611,2
483614,1
483615,1
483616,1
483617,1
483619,1
483620,1
483626,2
483648,1
483649,1
483656,1
483657,2
483678,1
483689,1
483695,1
483700,1
483701,1
483703,2
483706,1
483713,13
483714,2
483715,1
483716,1
483718,1
483719,1
483720,1
483722,1
483727,1
483728,8
483730,1
483736,1
483765,5
483766,1
483782,1
483790,1
483800,1
483807,1
483809,1
483810,1
483811,1
483812,1
483814,1
483821,1
483823,2
483824,1
483828,1
483829,1
483830,1
483839,1
483840,1
483841,1
483842,1
483847,1
483848,1
483850,1
483860,1
483865,1
483873,1
483878,1
483895,1
483896,1
483900,1
483902,1
483905,1
483908,2
483910,1
483911,1
483930,1
484005,1
484006,1
484007,2
484022,1
484024,1
484026,1
484029,1
484030,1
484031,1
484033,1
484034,1
484037,1
484038,1
484039,1
484048,1
484049,1
484050,1
484052,1
484053,1
484054,1
484056,1
484059,1
484070,1
484071,1
484085,1
484100,1
484102,1
484103,1
484106,1
484108,1
484110,1
484111,1
484116,2
484117,1
484118,2
484120,1
484121,1
484135,1
484192,8
484195,1
484196,1
484202,1
484203,1
484204,1
484207,1
484208,7
484210,1
484215,1
484216,1
484224,1
484231,4
484234,1
484246,4
484250,1
484253,1
484254,1
484255,1
484256,1
484258,1
484261,6
484273,3
484282,2
484284,1
484297,1
484310,1
484316,1
484317,1
484318,1
484319,1
484320,1
484321,1
484322,1
484324,1
484325,1
484326,1
484327,1
484328,1
484329,1
484330,1
484334,1
484373,1
484374,1
484375,2
484376,1
484377,1
484380,1
484393,2
484396,1
484397,1
484398,1
484399,1
484400,1
484401,1
484402,1
484403,1
484404,1
484416,1
484424,1
484425,1
484465,1
484466,1
484467,1
484468,1
484469,1
484470,1
484471,1
484472,1
484473,1
484481,1
484484,1
484485,1
484487,1
484488,1
484490,1
484492,1
484493,1
484501,2
484506,1
484507,1
484509,1
484511,1
484512,1
484513,1
484514,1
484515,1
484517,2
484518,1
484519,1
484521,1
484522,1
484523,1
484528,1
484537,1
484557,2
484558,1
484559,1
484560,1
484561,1
484563,1
484565,1
484566,1
484567,1
484568,1
484569,1
484581,1
484582,4
484583,2
484586,1
484587,1
484593,1
484596,1
484598,1
484600,1
484620,1
484622,1
484630,1
484638,2
484645,1
484669,1
484679,1
484680,1
484685,1
484687,1
484689,1
484694,2
484695,1
484696,1
484697,1
484698,1
484699,1
484700,1
484701,1
484702,1
484703,1
484704,1
484713,1
484728,1
484729,1
484746,1
484752,1
484754,1
484755,1
484761,7
484765,1
484766,1
484767,1
484768,1
484769,1
484770,1
484771,1
484772,1
484773,1
484774,1
484775,1
484776,1
484778,1
484779,1
484780,3
484783,1
484784,1
484806,1
484808,1
484809,1
484811,1
484812,14
484819,1
484821,1
484824,1
484825,1
484826,1
484827,1
484828,1
484829,1
484836,1
484837,4
484839,1
484846,1
484852,1
484853,1
484863,1
484864,1
484865,1
484866,1
484867,2
484868,1
484869,3
484870,1
484877,8
484879,1
484882,1
484884,1
484885,1
484911,1
484913,1
484915,4
484930,1
484934,1
484965,14
484973,10
484978,2
484980,2
484981,2
484986,1
485013,1
485014,1
485017,1
485021,3
485023,1
485025,1
485033,12
485038,6
485039,1
485055,1
485056,1
485060,1
485061,1
485064,1
485078,1
485079,1
485088,1
485089,1
485094,1
485095,1
485098,1
485099,1
485100,1
485109,1
485110,1
485112,1
485114,1
485117,1
485119,2
485120,4
485123,1
485125,8
485133,1
485140,1
485143,1
485145,1
485146,1
485147,1
485148,9
485149,1
485156,5
485170,1
485171,1
485173,1
485175,1
485178,1
485198,1
485211,1
485212,1
485213,1
485214,1
485220,1
485233,1
485260,5
485261,1
485262,13
485263,1
485264,1
485265,1
485266,1
485267,1
485268,1
485269,1
485270,1
485271,1
485272,1
485273,1
485274,1
485275,1
485276,1
485277,1
485278,1
485288,1
485289,1
485291,1
485292,1
485302,1
485304,1
485305,1
485307,1
485308,4
485309,1
485310,1
485311,1
485324,1
485335,1
485342,1
485345,1
485348,6
485349,1
485350,1
485352,1
485353,1
485362,2
485373,18
485387,1
485408,1
485410,1
485411,3
485412,1
485426,1
485428,1
485445,1
485446,1
485447,1
485448,1
485450,1
485455,1
485457,1
485458,1
485462,1
485463,1
485464,1
485465,1
485466,1
485467,1
485468,1
485469,1
485470,1
485471,1
485472,1
485473,1
485474,1
485475,1
485476,1
485477,2
485478,1
485479,1
485480,1
485488,1
485489,1
485510,1
485544,1
485560,1
485561,1
485563,1
485565,1
485566,1
485567,1
485584,1
485586,1
485591,1
485610,1
485634,1
485636,2
485641,1
485642,1
485645,1
485646,1
485648,1
485649,1
485650,1
485651,1
485652,1
485653,1
485654,1
485655,2
485656,1
485657,1
485658,1
485659,1
485660,1
485662,1
485663,1
485688,1
485705,1
485706,1
485707,1
485712,1
485713,1
485714,1
485715,1
485716,1
485734,1
485741,1
485742,1
485751,1
485757,4
485760,1
485767,1
485769,1
485770,1
485841,1
485851,1
485853,1
485867,1
485870,1
485907,79
485920,1
485921,1
485924,2
485925,1
485935,21
485971,2
485979,7
485983,2
485984,7
486011,2
486014,1
486015,1
486016,1
486018,1
486024,1
486025,1
486026,1
486027,1
486028,1
486038,6
486042,3
486044,1
486053,1
486056,1
486057,8
486070,1
486081,1
486082,1
486084,1
486086,1
486090,2
486091,2
486123,2
486127,1
486146,1
486147,6
486182,1
486186,1
486193,1
486194,1
486195,1
486200,1
486201,1
486202,1
486203,1
486204,2
486210,1
486213,1
486217,1
486218,1
486219,1
486220,1
486228,1
486229,2
486230,1
486234,6
486237,1
486240,1
486245,1
486247,1
486248,1
486249,1
486250,1
486265,1
486286,1
486295,1
486337,1
486338,1
486345,1
486347,1
486348,1
486390,1
486396,6
486406,1
486425,2
486426,1
486434,5
486460,2
486494,1
486503,1
486504,1
486505,2
486506,2
486507,1
486508,1
486509,1
486512,1
486513,1
486521,1
486529,1
486530,1
486531,1
486532,1
486533,1
486536,1
486538,1
486539,1
486541,1
486543,1
486560,1
486568,1
486608,1
486609,1
486611,1
486612,1
486624,1
486644,1
486650,1
486652,1
486671,19
486693,1
486694,1
486698,1
486699,1
486700,1
486701,1
486703,1
486706,2
486738,1
486739,1
486741,1
486743,1
486745,1
486746,1
486747,1
486748,1
486749,1
486751,1
486752,1
486753,1
486754,1
486759,1
486761,5
486781,1
486796,3
486798,1
486799,1
486800,1
486801,1
486808,1
486818,1
486819,1
486820,1
486833,5
486834,1
486836,1
486837,1
486842,1
486850,1
486854,1
486855,1
486867,3
486870,16
486881,1
486882,1
486890,1
486900,1
486906,7
486919,1
486921,1
486923,1
486924,1
486925,1
486926,1
486928,1
486929,1
486932,8
486945,1
486947,1
486948,1
486950,1
486952,1
486953,1
486956,1
486957,1
486958,1
486959,1
486960,1
486961,1
486962,1
486968,2
487015,3
487016,1
487018,1
487019,1
487020,1
487027,1
487035,1
487036,1
487037,1
487038,1
487039,1
487045,1
487046,3
487047,1
487048,1
487051,1
487052,1
487053,1
487054,1
487055,1
487056,1
487057,1
487058,1
487060,1
487065,1
487072,1
487073,1
487074,1
487085,1
487086,10
487096,1
487097,1
487098,1
487099,1
487100,1
487149,3
487150,2
487153,1
487156,1
487157,1
487158,2
487167,1
487169,7
487170,3
487171,3
487175,1
487179,1
487180,1
487182,1
487183,1
487184,1
487199,1
487200,1
487201,1
487217,1
487251,1
487254,1
487255,1
487258,1
487259,2
487261,1
487263,1
487264,1
487265,1
487266,1
487268,1
487271,1
487272,1
487273,1
487274,1
487275,1
487276,1
487277,1
487284,1
487293,1
487295,1
487296,1
487310,1
487312,1
487314,1
487338,1
487347,1
487350,1
487358,1
487359,1
487364,1
487365,1
487367,1
487369,1
487377,1
487378,2
487385,1
487389,1
487397,1
487398,1
487399,1
487400,1
487401,1
487402,1
487403,1
487404,1
487407,1
487411,3
487426,1
487428,1
487451,1
487462,1
487465,1
487471,1
487472,1
487473,1
487474,1
487476,1
487478,1
487479,1
487480,1
487481,1
487483,1
487485,1
487487,1
487488,1
487492,12
487504,3
487505,1
487506,1
487507,1
487522,8
487527,1
487528,1
487529,1
487530,1
487531,4
487532,2
487533,1
487535,1
487536,1
487537,1
487538,2
487539,1
487540,1
487557,1
487559,1
487560,1
487561,1
487562,1
487566,1
487569,3
487576,1
487577,1
487578,1
487596,1
487598,1
487603,1
487604,1
487605,1
487621,1
487625,2
487627,2
487628,1
487631,1
487633,1
487634,1
487635,2
487662,1
487675,1
487676,1
487677,1
487690,1
487720,1
487733,1
487736,1
487737,1
487738,1
487739,1
487740,1
487741,1
487768,1
